title,Price,Processor,RAM,Operating System,Display,Storage,Office,warrenty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
DELL Intel Core i5 11th Gen 1135G7 - (8 GB/SSD/512 GB SSD/windows 11 home) Vostro 3520 Laptop,"₹46,990",intel core i5 processor (11th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Acer Predator Helios 16 Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/windows 11 home/8 GB Graphics...,"₹1,34,990",intel core i9 processor (13th gen),16 gb ddr5 ram,windows 11 operating system,40.64 cm (16 inch) display,1 tb ssd,no-office,1 Year International Travelers Warranty (ITW)
ASUS Vivobook S 15 OLED (2023) Intel EVO H-Series Intel Core i5 13th Gen 13500H - (16 GB/SSD/512 GB SS...,"₹76,990",intel core i5 processor (13th gen),16 gb lpddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
ASUS Vivobook Go 15 (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) E1504FA...,"₹35,990",amd ryzen 3 quad core processor,8 gb lpddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS Vivobook S 15 OLED (2023) Intel EVO H-Series Intel Core i7 13th Gen 13700H - (16 GB/SSD/512 GB SS...,"₹1,05,990",intel core i7 processor (13th gen),16 gb lpddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP G8 Intel Core i3 11th Gen 1115G4 - (8 GB/SSD/512 GB SSD/windows 11 home) 240 G8 Business Laptop,"₹31,490",intel core i3 processor (11th gen),8 gb ddr4 ram,32 bit windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 year warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS2IN / NP750...,"₹78,990",intel core 5 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,34,990",intel core ultra 7 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Ultimus Intel Celeron Dual Core - (4 GB/eMMC/128 GB EMMC Storage/windows 11 home) NU14U31NC43BN-SG Thi...,"₹10,990",intel celeron dual core processor,4 gb ddr4 ram,windows 11 operating system,35.56 cm (14 inch) display,128 gb emmc,no-office,1 Year Onsite warranty
HP Pavilion Intel Core i7 13th Gen 1360P - (16 GB/SSD/1 TB SSD/windows 11 home) 15-eg3036TU Thin and L...,"₹83,990",intel core i7 processor (13th gen),16 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,1 tb ssd,no-office,1 Year Onsite Warranty
Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) V15 G4 AMN 1 Thin and L...,"₹34,899",amd ryzen 3 quad core processor,8 gb lpddr5 ram,windows 11 operating system,100.63 cm (39.62 cm) display,512 gb ssd,no-office,1 Year Onsite Warranty
ASUS Vivobook Go 15 (2023) Intel 8 cores/8 Threads Intel Core i3 N305 - (8 GB/SSD/512 GB SSD/Windows 1...,"₹34,990",intel core i3 processor,8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 7 150U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS3IN / NP750...,"₹87,990",intel core 7 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
WINGS Nuvobook S2 Aluminium Alloy Metal Body Intel Intel Core i3 11th Gen 1125G4 - (8 GB/SSD/512 GB SS...,"₹24,990",intel core i3 processor (11th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP ENVY Intel Core Ultra 7 155U - (16 GB/SSD/512 GB SSD/windows 11 home) 14-fc0106TU Thin and Light La...,"₹1,05,990",intel core ultra 7 processor,16 gb lpddr5 ram,windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,no-office,1 Year Onsite warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP 15s (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) 15-fc0026AU Thin and...,"₹37,999",amd ryzen 3 quad core processor,8 gb lpddr5 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
DELL Inspiron 5430 Intel Core i7 13th Gen 1360P - (16 GB/SSD/1 TB SSD/windows 11 home) Inspiron 5430 T...,"₹79,990",intel core i7 processor (13th gen),16 gb lpddr5 ram,windows 11 operating system,35.81 cm (14.1 inch) display,1 tb ssd,no-office,1 Year Onsite Hardware Service
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/windows 11 home/4 GB Graphics...,"₹47,990",intel core i5 processor (11th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
ASUS Vivobook 15 OLED (2023) Intel H-Series Intel Core i5 13th Gen 13500H - (16 GB/SSD/512 GB SSD/Wind...,"₹68,990",intel core i5 processor (13th gen),16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/SSD/256 GB SSD/windows 11 home) 14IGL7 Thi...,"₹25,990",intel celeron dual core processor,8 gb ddr4 ram,windows 11 operating system,35.56 cm (14 inch) display,256 gb ssd,no-office,1 Year Onsite�Warranty�+ 1 Yr ADP
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP940XGK-K...,"₹1,66,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book3 Intel Core i7 13th Gen 1355U - (16 GB/SSD/512 GB SSD/windows 11 home) Galaxy Book...,"₹71,999",intel core i7 processor (13th gen),16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/windows 11 home/4 GB Graphics/NVIDIA GeForce...,"₹68,999",intel core i5 processor (12th gen),16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,1 tb ssd,no-office,1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/SSD/256 GB SSD/windows 11 home) 15IAU7 Thin...,"₹34,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,256 gb ssd,no-office,1 Year Carry-in Warranty
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5003TU Thin and Lig...,"₹37,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP Intel Core i5 12th Gen 1235U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fq5202TU Thin and Light La...,"₹48,490",intel core i5 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP 240 G8 Intel Core i3 11th Gen - (8 GB/SSD/512 GB SSD/Windows 11 Pro) 240 G8 Notebook,"₹31,990",intel core i3 processor (11th gen),8 gb ddr4 ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year
Ultimus Elite Intel Core i5 10th Gen 1035G4 - (8 GB/SSD/512 GB SSD/windows 11 home) NU14U3INF56BN-SG T...,"₹29,990",intel core i5 processor (10th gen),8 gb ddr4 ram,windows 11 operating system,35.81 cm (14.1 inch) display,512 gb ssd,no-office,1 Year On-Site Warranty
ASUS Vivobook GO14 AMD Ryzen 5 Quad Core 7520U - (16 GB/SSD/512 GB SSD/windows 11 home) E1404FA-NK547W...,"₹47,990",amd ryzen 5 quad core processor,16 gb lpddr5 ram,windows 11 home,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS2IN / NP750...,"₹78,990",intel core 5 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP 247 G8 AMD Ryzen 5 Dual Core 3500U - (8 GB/SSD/512 GB SSD/windows 11 home) 247 G8 Notebook,"₹29,990",amd ryzen 5 dual core processor,8 gb ddr4 ram,64 bit dos operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 year warranty
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/SSD/256 GB SSD/windows 11 home) A324-51 Thin and Li...,"₹30,990",intel core i3 processor (12th gen),8 gb ddr4 ram,64 bit windows 11 operating system,35.56 cm (14 inch) display,256 gb ssd,no-office,1 Year Domestic Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,34,990",intel core ultra 7 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 7 150U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS3IN / NP750...,"₹87,990",intel core 7 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Acer Predator Helios Neo 16 2024 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/windows 11 home/8 GB...,"₹1,79,999",intel core i9 processor (14th gen),16 gb ddr5 ram,windows 11 operating system,40.64 cm (16 inch) display,1 tb ssd,no-office,1 Year International Travelers Warranty (ITW)
ASUS Vivobook 14 Intel Core i3 11th Gen 1115G4 - (16 GB/SSD/512 GB SSD/windows 11 home) X415EA-EK344WS...,"₹35,000",intel core i3 processor (11th gen),16 gb ddr4 ram,windows 11 home,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (8 GB/SSD/512 GB SSD/windows 11 home) D560885WI...,"₹47,990",intel core i5 processor (12th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,office home & student 2021,1 Year Onsite Warranty
HP AMD Ryzen 3 Quad Core 5300U - (8 GB/SSD/512 GB SSD/windows 11 home) fq1089au Thin and Light Laptop,"₹39,430",amd ryzen 3 quad core processor,8 gb ddr4 ram,64 bit windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year onsite warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/SSD/1 TB SSD/windows 11 home) 13ABR8 2 in 1 Laptop,"₹83,690",amd ryzen 7 octa core processor,16 gb lpddr4x ram,windows 11 operating system,33.78 cm (13.3 inch) touchscreen display,1 tb ssd,no-office,1 Year Onsite Warranty
Acer Swift Go 14 AI Powered EVO Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) SFG14...,"₹73,649",intel core ultra 5 processor,16 gb lpddr5x ram,windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,no-office,1 Year International Travelers Warranty (ITW)
HP 15s (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) 15-fc0026AU Thin and...,"₹37,999",amd ryzen 3 quad core processor,8 gb lpddr5 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP940XGK-K...,"₹1,66,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo Legion Slim 5 AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/windows 11 home/8 GB Gr...,"₹1,15,990",amd ryzen 7 octa core processor,16 gb ddr5 ram,windows 11 operating system,40.64 cm (16 inch) display,1 tb ssd,no-office,1 Year Onsite Warranty + 1 year Legion Ultimate Support
ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/windows 11 home...,"₹55,990",amd ryzen 5 hexa core processor,16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
"ASUS Vivobook 16X For Creator, Intel H-Series Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Window...","₹73,990",intel core i7 processor (12th gen),16 gb ddr4 ram,windows 11 operating system,40.64 cm (16 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/windows 11 home/4 GB ...","₹64,990",amd ryzen 7 octa core processor,16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,1 tb ssd,no-office,1 Year Onsite Warranty
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5003TU Thin and Lig...,"₹37,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGJ-KG1...,"₹67,990",intel core i5 processor (13th gen),8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/windows 11 home...,"₹59,990",amd ryzen 7 octa core processor,16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS2IN / NP750...,"₹78,990",intel core 5 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo IdeaPad Flex 5 Intel Core i5 13th Gen 1335U - (16 GB/SSD/512 GB SSD/windows 11 home) 14IRU8 2 i...,"₹77,190",intel core i5 processor (13th gen),16 gb lpddr4x ram,windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,no-office,1 Year Onsite Premium Support with 1 Year Onsite Warranty
HP 245G9 841W7PA SILVER AMD Ryzen 3 Dual Core - (8 GB/SSD/512 GB SSD/DOS) 247 G8 Notebook,"₹26,890",amd ryzen 3 dual core processor,8 gb ddr4 ram,dos,35.56 cm (14 inch) display,512 gb ssd,no-office,1 year Domestic warranty
Lenovo IdeaPad Flex 5 Intel Core i3 13th Gen 1315U - (8 GB/SSD/512 GB SSD/windows 11 home) 14IRU8 2 in...,"₹58,000",intel core i3 processor (13th gen),8 gb lpddr4x ram,windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,no-office,1 Year Onsite Premium Support with 1 Year Onsite Warranty
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/windows 11 home/4 GB Graphics/NVIDIA GeFor...,"₹59,990",intel core i5 processor (12th gen),16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS Vivobook 15 OLED (2023) Intel H-Series Intel Core i5 13th Gen 13500H - (16 GB/SSD/512 GB SSD/Wind...,"₹68,990",intel core i5 processor (13th gen),16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Acer Aspire 3 Backlit Intel Core i3 12th Gen 1215U - (8 GB/SSD/256 GB SSD/windows 11 home) A324-51 Thi...,"₹31,990",intel core i3 processor (12th gen),8 gb ddr4 ram,64 bit windows 11 operating system,35.56 cm (14 inch) display,256 gb ssd,no-office,1 Year Domestic Warranty
HP 15s (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) 15-fc0026AU Thin and...,"₹37,999",amd ryzen 3 quad core processor,8 gb lpddr5 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP940XGK-K...,"₹1,66,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP Envy x360 (2023) AMD Ryzen 7 Octa Core 7730U - (16 GB/SSD/512 GB SSD/windows 11 home) 15-fh0019AU L...,"₹89,990",amd ryzen 7 octa core processor,16 gb lpddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) touchscreen display,512 gb ssd,no-office,1 Year Onsite Warranty
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/windows 11 home/4 GB Graphics/NVIDIA GeForc...,"₹54,990",intel core i5 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/SSD/512 GB SSD/windows 11 home) E1504FA-NJ541...,"₹47,990",amd ryzen 5 quad core processor,16 gb lpddr5 ram,64 bit windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite
ASUS Chromebook Intel Celeron Dual Core N4500 - (8 GB/eMMC/128 GB EMMC Storage/Chrome OS) CX1400FKA-EC...,"₹27,990",intel celeron dual core processor,8 gb lpddr4x ram,chrome operating system,35.56 cm (14 inch) touchscreen display,128 gb emmc,no-office,1 Year Onsite Warranty
HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fq5327TU Th...,"₹38,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book3 Intel Core i7 13th Gen 1355U - (16 GB/SSD/512 GB SSD/windows 11 home) Galaxy Book...,"₹71,999",intel core i7 processor (13th gen),16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo Yoga 7 AI PC Intel Core Ultra 5 125H - (16 GB/SSD/1 TB SSD/windows 11 home) 14IML9 2 in 1 Lapto...,"₹1,00,990",intel core ultra 5 processor,16 gb lpddr5x ram,windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,no-office,1 Year Onsite warranty
Acer Predator Helios Neo 16 2024 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/windows 11 home/8 GB...,"₹1,49,999",intel core i7 processor (14th gen),16 gb ddr5 ram,windows 11 operating system,40.64 cm (16 inch) display,1 tb ssd,no-office,1 Year International Travelers Warranty (ITW)
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5003TU Thin and Lig...,"₹37,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/windows 11 home/8 GB Graphics/NVIDIA GeFo...,"₹82,990",intel core i5 processor (12th gen),16 gb ddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Acer Predator Neo (2023) Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/windows 11 home/8 GB Graphic...,"₹1,24,990",intel core i7 processor (13th gen),16 gb ddr5 ram,windows 11 operating system,40.64 cm (16 inch) display,1 tb ssd,no-office,1 Year International Travelers Warranty (ITW)
ASUS Intel Core i5 10th Gen - (8 GB/1 TB SSD/windows 11 home/4 GB Graphics/NVIDIA GeForce GTX GTX-1650...,"₹49,990",intel core i5 processor (10th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,1 tb ssd,no-office,1 YEAR
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) AL15-52 Thin and...,"₹32,990",intel core i3 processor (12th gen),8 gb ddr4 ram,64 bit windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 year
